serial,pnum,t_start,eptime,whatdoing,WhereWhen
11011202,1,2014-12-11T03:00:00Z,110,0,11
11011202,1,2014-12-11T04:50:00Z,10,8,11
11011202,1,2014-12-11T05:00:00Z,10,0,11
11011202,1,2014-12-11T05:10:00Z,10,3,11
11011202,1,2014-12-11T05:20:00Z,10,3,11
11011202,1,2014-12-11T05:30:00Z,10,7,11
11011202,1,2014-12-11T05:40:00Z,10,0,11
11011202,1,2014-12-11T05:50:00Z,10,3,11
11011202,1,2014-12-11T06:00:00Z,30,0,11
11011202,1,2014-12-11T06:30:00Z,10,3,11
11011202,1,2014-12-11T06:40:00Z,10,3,11
11011202,1,2014-12-11T06:50:00Z,30,3,11
11011202,1,2014-12-11T07:20:00Z,10,3,11
11011202,1,2014-12-11T07:30:00Z,30,3,11
11011202,1,2014-12-11T08:00:00Z,10,7,11
11011202,1,2014-12-11T08:10:00Z,10,5,11
11011202,1,2014-12-11T08:20:00Z,40,5,11
11011202,1,2014-12-11T09:00:00Z,10,7,11
11011202,1,2014-12-11T09:10:00Z,50,7,11
11011202,1,2014-12-11T10:00:00Z,10,3,11
11011202,1,2014-12-11T10:10:00Z,10,5,11
11011202,1,2014-12-11T10:20:00Z,10,5,11
11011202,1,2014-12-11T10:30:00Z,10,8,11
11011202,1,2014-12-11T10:40:00Z,80,8,11
11011202,1,2014-12-11T12:00:00Z,10,0,11
11011202,1,2014-12-11T12:10:00Z,50,0,11
11011202,1,2014-12-11T13:00:00Z,60,9,34
11011202,1,2014-12-11T14:00:00Z,60,3,19
11011202,1,2014-12-11T15:00:00Z,10,3,11
11011202,1,2014-12-11T15:10:00Z,10,3,11
11011202,1,2014-12-11T15:20:00Z,20,3,11
11011202,1,2014-12-11T15:40:00Z,20,3,11
11011202,1,2014-12-11T16:00:00Z,50,7,11
11011202,1,2014-12-11T16:50:00Z,10,7,11
11011202,1,2014-12-11T17:00:00Z,10,0,11
11011202,1,2014-12-11T17:10:00Z,40,0,11
11011202,1,2014-12-11T17:50:00Z,10,8,11
11011202,1,2014-12-11T18:00:00Z,10,8,11
11011202,1,2014-12-11T18:10:00Z,50,8,11
11011202,1,2014-12-11T19:00:00Z,10,3,11
11011202,1,2014-12-11T19:10:00Z,40,3,11
11011202,1,2014-12-11T19:50:00Z,10,5,11
11011202,1,2014-12-11T20:00:00Z,10,7,11
11011202,1,2014-12-11T20:10:00Z,50,7,11
11011202,1,2014-12-11T21:00:00Z,100,5,11
11011202,1,2014-12-11T22:40:00Z,80,7,11
11011202,1,2014-12-11T00:00:00Z,180,0,11
11011202,1,2014-12-14T03:00:00Z,150,0,11
11011202,1,2014-12-14T05:30:00Z,10,0,11
11011202,1,2014-12-14T05:40:00Z,10,0,11
11011202,1,2014-12-14T05:50:00Z,10,3,11
11011202,1,2014-12-14T06:00:00Z,20,3,11
11011202,1,2014-12-14T06:20:00Z,10,0,11
11011202,1,2014-12-14T06:30:00Z,30,0,11
11011202,1,2014-12-14T07:00:00Z,20,3,11
11011202,1,2014-12-14T07:20:00Z,40,7,11
11011202,1,2014-12-14T08:00:00Z,20,3,11
11011202,1,2014-12-14T08:20:00Z,40,3,11
11011202,1,2014-12-14T09:00:00Z,10,0,11
11011202,1,2014-12-14T09:10:00Z,10,5,11
11011202,1,2014-12-14T09:20:00Z,20,3,11
11011202,1,2014-12-14T09:40:00Z,30,5,11
11011202,1,2014-12-14T10:10:00Z,40,5,11
11011202,1,2014-12-14T10:50:00Z,10,9,36
11011202,1,2014-12-14T11:00:00Z,10,3,19
11011202,1,2014-12-14T11:10:00Z,50,3,19
11011202,1,2014-12-14T12:00:00Z,10,3,19
11011202,1,2014-12-14T12:10:00Z,50,0,15
11011202,1,2014-12-14T13:00:00Z,20,3,19
11011202,1,2014-12-14T13:20:00Z,20,9,34
11011202,1,2014-12-14T13:40:00Z,30,3,11
11011202,1,2014-12-14T14:10:00Z,50,3,11
11011202,1,2014-12-14T15:00:00Z,60,3,11
11011202,1,2014-12-14T16:00:00Z,10,3,11
11011202,1,2014-12-14T16:10:00Z,50,5,11
11011202,1,2014-12-14T17:00:00Z,20,3,11
11011202,1,2014-12-14T17:20:00Z,30,0,11
11011202,1,2014-12-14T17:50:00Z,10,0,11
11011202,1,2014-12-14T18:00:00Z,10,3,11
11011202,1,2014-12-14T18:10:00Z,50,3,11
11011202,1,2014-12-14T19:00:00Z,30,3,11
11011202,1,2014-12-14T19:30:00Z,90,8,11
11011202,1,2014-12-14T21:00:00Z,10,0,11
11011202,1,2014-12-14T21:10:00Z,20,0,11
11011202,1,2014-12-14T21:30:00Z,10,0,11
11011202,1,2014-12-14T21:40:00Z,20,0,11
11011202,1,2014-12-14T22:00:00Z,120,0,11
11011202,1,2014-12-14T00:00:00Z,180,0,11
11011202,4,2014-12-11T03:00:00Z,190,0,11
11011202,4,2014-12-11T06:10:00Z,10,0,11
11011202,4,2014-12-11T06:20:00Z,10,0,11
11011202,4,2014-12-11T06:30:00Z,10,0,11
11011202,4,2014-12-11T06:40:00Z,10,0,11
11011202,4,2014-12-11T06:50:00Z,10,9,31
11011202,4,2014-12-11T07:00:00Z,10,9,48
11011202,4,2014-12-11T07:10:00Z,50,9,42
11011202,4,2014-12-11T08:00:00Z,120,2,13
11011202,4,2014-12-11T10:00:00Z,20,2,13
11011202,4,2014-12-11T10:20:00Z,60,2,13
11011202,4,2014-12-11T11:20:00Z,60,2,13
11011202,4,2014-12-11T12:20:00Z,70,0,13
11011202,4,2014-12-11T13:30:00Z,60,2,13
11011202,4,2014-12-11T14:30:00Z,80,9,42
11011202,4,2014-12-11T15:50:00Z,10,9,90
11011202,4,2014-12-11T16:00:00Z,10,7,11
11011202,4,2014-12-11T16:10:00Z,70,7,11
11011202,4,2014-12-11T17:20:00Z,40,2,11
11011202,4,2014-12-11T18:00:00Z,10,0,11
11011202,4,2014-12-11T18:10:00Z,20,0,11
11011202,4,2014-12-11T18:30:00Z,10,8,11
11011202,4,2014-12-11T18:40:00Z,40,8,11
11011202,4,2014-12-11T19:20:00Z,10,8,11
11011202,4,2014-12-11T19:30:00Z,10,3,11
11011202,4,2014-12-11T19:40:00Z,10,0,11
11011202,4,2014-12-11T19:50:00Z,40,2,11
11011202,4,2014-12-11T20:30:00Z,10,0,11
11011202,4,2014-12-11T20:40:00Z,20,8,11
11011202,4,2014-12-11T21:00:00Z,10,0,11
11011202,4,2014-12-11T21:10:00Z,350,0,11
11011202,4,2014-12-14T03:00:00Z,300,0,11
11011202,4,2014-12-14T08:00:00Z,30,0,11
11011202,4,2014-12-14T08:30:00Z,10,3,11
11011202,4,2014-12-14T08:40:00Z,20,7,11
11011202,4,2014-12-14T09:00:00Z,30,7,11
11011202,4,2014-12-14T09:30:00Z,30,7,11
11011202,4,2014-12-14T10:00:00Z,30,8,11
11011202,4,2014-12-14T10:30:00Z,20,8,11
11011202,4,2014-12-14T10:50:00Z,30,8,11
11011202,4,2014-12-14T11:20:00Z,20,8,11
11011202,4,2014-12-14T11:40:00Z,20,8,11
11011202,4,2014-12-14T12:00:00Z,210,3,19
11011202,4,2014-12-14T15:30:00Z,30,3,11
11011202,4,2014-12-14T16:00:00Z,100,7,11
11011202,4,2014-12-14T17:40:00Z,20,2,11
11011202,4,2014-12-14T18:00:00Z,10,0,11
11011202,4,2014-12-14T18:10:00Z,60,8,11
11011202,4,2014-12-14T19:10:00Z,20,8,11
11011202,4,2014-12-14T19:30:00Z,10,8,11
11011202,4,2014-12-14T19:40:00Z,10,8,11
11011202,4,2014-12-14T19:50:00Z,20,8,11
11011202,4,2014-12-14T20:10:00Z,50,5,11
11011202,4,2014-12-14T21:00:00Z,360,0,11
11011203,1,2014-12-07T03:00:00Z,210,0,11
11011203,1,2014-12-07T06:30:00Z,10,0,11
11011203,1,2014-12-07T06:40:00Z,10,0,11
11011203,1,2014-12-07T06:50:00Z,10,3,11
11011203,1,2014-12-07T07:00:00Z,10,5,11
11011203,1,2014-12-07T07:10:00Z,10,5,11
11011203,1,2014-12-07T07:20:00Z,10,0,11
11011203,1,2014-12-07T07:30:00Z,10,5,11
11011203,1,2014-12-07T07:40:00Z,10,5,11
11011203,1,2014-12-07T07:50:00Z,10,5,11
11011203,1,2014-12-07T08:00:00Z,10,0,11
11011203,1,2014-12-07T08:10:00Z,10,0,11
11011203,1,2014-12-07T08:20:00Z,20,0,11
11011203,1,2014-12-07T08:40:00Z,10,0,11
11011203,1,2014-12-07T08:50:00Z,10,3,11
11011203,1,2014-12-07T09:00:00Z,30,9,36
11011203,1,2014-12-07T09:30:00Z,50,3,31
11011203,1,2014-12-07T10:20:00Z,30,9,36
11011203,1,2014-12-07T10:50:00Z,10,9,90
11011203,1,2014-12-07T11:00:00Z,10,3,11
11011203,1,2014-12-07T11:10:00Z,10,0,11
11011203,1,2014-12-07T11:20:00Z,10,0,11
11011203,1,2014-12-07T11:30:00Z,20,0,11
11011203,1,2014-12-07T11:50:00Z,10,8,11
11011203,1,2014-12-07T12:00:00Z,50,8,11
11011203,1,2014-12-07T12:50:00Z,10,8,11
11011203,1,2014-12-07T13:00:00Z,50,8,11
11011203,1,2014-12-07T13:50:00Z,10,5,11
11011203,1,2014-12-07T14:00:00Z,10,0,11
11011203,1,2014-12-07T14:10:00Z,10,0,11
11011203,1,2014-12-07T14:20:00Z,10,8,11
11011203,1,2014-12-07T14:30:00Z,30,8,11
11011203,1,2014-12-07T15:00:00Z,10,8,11
11011203,1,2014-12-07T15:10:00Z,40,8,11
11011203,1,2014-12-07T15:50:00Z,10,8,11
11011203,1,2014-12-07T16:00:00Z,20,3,11
11011203,1,2014-12-07T16:20:00Z,10,3,11
11011203,1,2014-12-07T16:30:00Z,10,3,11
11011203,1,2014-12-07T16:40:00Z,30,7,11
11011203,1,2014-12-07T17:10:00Z,10,7,11
11011203,1,2014-12-07T17:20:00Z,10,3,11
11011203,1,2014-12-07T17:30:00Z,10,0,11
11011203,1,2014-12-07T17:40:00Z,20,0,11
11011203,1,2014-12-07T18:00:00Z,20,8,11
11011203,1,2014-12-07T18:20:00Z,10,8,11
11011203,1,2014-12-07T18:30:00Z,20,8,11
11011203,1,2014-12-07T18:50:00Z,20,8,11
11011203,1,2014-12-07T19:10:00Z,10,8,11
11011203,1,2014-12-07T19:20:00Z,10,8,11
11011203,1,2014-12-07T19:30:00Z,80,8,11
11011203,1,2014-12-07T20:50:00Z,10,7,11
11011203,1,2014-12-07T21:00:00Z,10,7,11
11011203,1,2014-12-07T21:10:00Z,30,7,11
11011203,1,2014-12-07T21:40:00Z,10,3,11
11011203,1,2014-12-07T21:50:00Z,10,3,11
11011203,1,2014-12-07T22:00:00Z,10,0,11
11011203,1,2014-12-07T22:10:00Z,10,8,11
11011203,1,2014-12-07T22:20:00Z,20,8,11
11011203,1,2014-12-07T22:40:00Z,120,0,11
11011203,1,2014-12-07T00:40:00Z,10,0,11
11011203,1,2014-12-07T00:50:00Z,80,0,11
11011203,1,2014-12-07T02:10:00Z,10,0,11
11011203,1,2014-12-07T02:20:00Z,40,0,11
11011203,1,2014-12-09T03:00:00Z,160,0,11
11011203,1,2014-12-09T05:40:00Z,10,0,11
11011203,1,2014-12-09T05:50:00Z,10,0,11
11011203,1,2014-12-09T06:00:00Z,10,3,11
11011203,1,2014-12-09T06:10:00Z,10,3,11
11011203,1,2014-12-09T06:20:00Z,10,3,11
11011203,1,2014-12-09T06:30:00Z,60,0,11
11011203,1,2014-12-09T07:30:00Z,10,0,11
11011203,1,2014-12-09T07:40:00Z,30,0,11
11011203,1,2014-12-09T08:10:00Z,10,0,11
11011203,1,2014-12-09T08:20:00Z,10,3,11
11011203,1,2014-12-09T08:30:00Z,20,3,11
11011203,1,2014-12-09T08:50:00Z,10,3,11
11011203,1,2014-12-09T09:00:00Z,70,3,31
11011203,1,2014-12-09T10:10:00Z,10,9,36
11011203,1,2014-12-09T10:20:00Z,10,0,11
11011203,1,2014-12-09T10:30:00Z,10,0,11
11011203,1,2014-12-09T10:40:00Z,10,0,11
11011203,1,2014-12-09T10:50:00Z,40,9,36
11011203,1,2014-12-09T11:30:00Z,30,0,15
11011203,1,2014-12-09T12:00:00Z,100,0,15
11011203,1,2014-12-09T13:40:00Z,50,9,36
11011203,1,2014-12-09T14:30:00Z,10,0,11
11011203,1,2014-12-09T14:40:00Z,10,3,11
11011203,1,2014-12-09T14:50:00Z,40,3,11
11011203,1,2014-12-09T15:30:00Z,10,3,11
11011203,1,2014-12-09T15:40:00Z,10,8,11
11011203,1,2014-12-09T15:50:00Z,10,8,11
11011203,1,2014-12-09T16:00:00Z,10,7,11
11011203,1,2014-12-09T16:10:00Z,40,7,11
11011203,1,2014-12-09T16:50:00Z,10,7,11
11011203,1,2014-12-09T17:00:00Z,20,3,11
11011203,1,2014-12-09T17:20:00Z,30,3,11
11011203,1,2014-12-09T17:50:00Z,10,3,11
11011203,1,2014-12-09T18:00:00Z,10,1,11
11011203,1,2014-12-09T18:10:00Z,30,1,11
11011203,1,2014-12-09T18:40:00Z,40,8,11
11011203,1,2014-12-09T19:20:00Z,40,8,11
11011203,1,2014-12-09T20:00:00Z,60,8,11
11011203,1,2014-12-09T21:00:00Z,40,3,11
11011203,1,2014-12-09T21:40:00Z,30,3,11
11011203,1,2014-12-09T22:10:00Z,40,0,11
11011203,1,2014-12-09T22:50:00Z,10,8,11
11011203,1,2014-12-08T23:00:00Z,10,8,11
11011203,1,2014-12-08T23:10:00Z,230,0,11
11011207,1,2014-12-03T03:00:00Z,10,0,11
11011207,1,2014-12-03T03:10:00Z,40,0,11
11011207,1,2014-12-03T03:50:00Z,10,0,11
11011207,1,2014-12-03T04:00:00Z,30,0,11
11011207,1,2014-12-03T04:30:00Z,100,0,11
11011207,1,2014-12-03T06:10:00Z,50,0,11
11011207,1,2014-12-03T07:00:00Z,10,3,11
11011207,1,2014-12-03T07:10:00Z,60,3,11
11011207,1,2014-12-03T08:10:00Z,10,0,11
11011207,1,2014-12-03T08:20:00Z,10,0,11
11011207,1,2014-12-03T08:30:00Z,10,0,11
11011207,1,2014-12-03T08:40:00Z,10,3,11
11011207,1,2014-12-03T08:50:00Z,10,3,11
11011207,1,2014-12-03T09:00:00Z,20,3,11
11011207,1,2014-12-03T09:20:00Z,10,3,11
11011207,1,2014-12-03T09:30:00Z,10,3,11
11011207,1,2014-12-03T09:40:00Z,20,3,11
11011207,1,2014-12-03T10:00:00Z,10,3,11
11011207,1,2014-12-03T10:10:00Z,40,3,11
11011207,1,2014-12-03T10:50:00Z,10,3,11
11011207,1,2014-12-03T11:00:00Z,20,3,11
11011207,1,2014-12-03T11:20:00Z,10,3,11
11011207,1,2014-12-03T11:30:00Z,10,3,11
11011207,1,2014-12-03T11:40:00Z,20,0,11
11011207,1,2014-12-03T12:00:00Z,10,9,31
11011207,1,2014-12-03T12:10:00Z,110,3,19
11011207,1,2014-12-03T14:00:00Z,10,3,19
11011207,1,2014-12-03T14:10:00Z,20,3,19
11011207,1,2014-12-03T14:30:00Z,10,9,31
11011207,1,2014-12-03T14:40:00Z,10,0,11
11011207,1,2014-12-03T14:50:00Z,10,0,11
11011207,1,2014-12-03T15:00:00Z,10,5,11
11011207,1,2014-12-03T15:10:00Z,20,5,11
11011207,1,2014-12-03T15:30:00Z,10,5,11
11011207,1,2014-12-03T15:40:00Z,10,3,11
11011207,1,2014-12-03T15:50:00Z,40,3,11
11011207,1,2014-12-03T16:30:00Z,10,0,11
11011207,1,2014-12-03T16:40:00Z,10,0,11
11011207,1,2014-12-03T16:50:00Z,10,8,11
11011207,1,2014-12-03T17:00:00Z,60,8,11
11011207,1,2014-12-03T18:00:00Z,180,8,11
11011207,1,2014-12-03T21:00:00Z,10,0,11
11011207,1,2014-12-03T21:10:00Z,170,0,11
11011207,1,2014-12-03T00:00:00Z,180,0,11
11011207,1,2014-12-06T03:00:00Z,240,0,11
11011207,1,2014-12-06T07:00:00Z,10,3,11
11011207,1,2014-12-06T07:10:00Z,50,3,11
11011207,1,2014-12-06T08:00:00Z,20,3,11
11011207,1,2014-12-06T08:20:00Z,40,0,11
11011207,1,2014-12-06T09:00:00Z,10,9,36
11011207,1,2014-12-06T09:10:00Z,130,5,21
11011207,1,2014-12-06T11:20:00Z,10,3,19
11011207,1,2014-12-06T11:30:00Z,10,9,36
11011207,1,2014-12-06T11:40:00Z,20,3,11
11011207,1,2014-12-06T12:00:00Z,20,0,11
11011207,1,2014-12-06T12:20:00Z,20,8,11
11011207,1,2014-12-06T12:40:00Z,60,8,11
11011207,1,2014-12-06T13:40:00Z,20,5,14
11011207,1,2014-12-06T14:00:00Z,10,5,14
11011207,1,2014-12-06T14:10:00Z,50,5,14
11011207,1,2014-12-06T15:00:00Z,40,3,11
11011207,1,2014-12-06T15:40:00Z,20,7,11
11011207,1,2014-12-06T16:00:00Z,40,8,11
11011207,1,2014-12-06T16:40:00Z,10,3,11
11011207,1,2014-12-06T16:50:00Z,10,3,11
11011207,1,2014-12-06T17:00:00Z,30,3,11
11011207,1,2014-12-06T17:30:00Z,30,0,11
11011207,1,2014-12-06T18:00:00Z,10,5,11
11011207,1,2014-12-06T18:10:00Z,170,8,11
11011207,1,2014-12-06T21:00:00Z,10,0,11
11011207,1,2014-12-06T21:10:00Z,10,0,11
11011207,1,2014-12-06T21:20:00Z,340,0,11
11011207,2,2014-12-03T03:00:00Z,10,0,11
11011207,2,2014-12-03T03:10:00Z,170,0,11
11011207,2,2014-12-03T06:00:00Z,10,0,11
11011207,2,2014-12-03T06:10:00Z,10,0,11
11011207,2,2014-12-03T06:20:00Z,10,3,11
11011207,2,2014-12-03T06:30:00Z,10,3,11
11011207,2,2014-12-03T06:40:00Z,20,8,11
11011207,2,2014-12-03T07:00:00Z,10,3,11
11011207,2,2014-12-03T07:10:00Z,50,3,11
11011207,2,2014-12-03T08:00:00Z,40,0,11
11011207,2,2014-12-03T08:40:00Z,10,0,11
11011207,2,2014-12-03T08:50:00Z,10,8,11
11011207,2,2014-12-03T09:00:00Z,10,9,34
11011207,2,2014-12-03T09:10:00Z,10,3,34
11011207,2,2014-12-03T09:20:00Z,50,3,19
11011207,2,2014-12-03T10:10:00Z,50,3,11
11011207,2,2014-12-03T11:00:00Z,40,3,11
11011207,2,2014-12-03T11:40:00Z,10,0,11
11011207,2,2014-12-03T11:50:00Z,10,3,11
11011207,2,2014-12-03T12:00:00Z,10,9,11
11011207,2,2014-12-03T12:10:00Z,10,9,34
11011207,2,2014-12-03T12:20:00Z,20,3,19
11011207,2,2014-12-03T12:40:00Z,20,3,34
11011207,2,2014-12-03T13:00:00Z,10,9,90
11011207,2,2014-12-03T13:10:00Z,110,8,11
11011207,2,2014-12-03T15:00:00Z,60,8,11
11011207,2,2014-12-03T16:00:00Z,10,8,11
11011207,2,2014-12-03T16:10:00Z,50,8,11
11011207,2,2014-12-03T17:00:00Z,30,0,11
11011207,2,2014-12-03T17:30:00Z,10,3,11
11011207,2,2014-12-03T17:40:00Z,20,8,11
11011207,2,2014-12-03T18:00:00Z,20,8,11
11011207,2,2014-12-03T18:20:00Z,20,8,11
11011207,2,2014-12-03T18:40:00Z,10,8,11
11011207,2,2014-12-03T18:50:00Z,10,8,11
11011207,2,2014-12-03T19:00:00Z,120,8,11
11011207,2,2014-12-03T21:00:00Z,60,8,11
11011207,2,2014-12-03T22:00:00Z,120,0,11
11011207,2,2014-12-03T00:00:00Z,180,0,11
11011207,2,2014-12-06T03:00:00Z,230,0,11
11011207,2,2014-12-06T06:50:00Z,10,0,11
11011207,2,2014-12-06T07:00:00Z,90,8,11
11011207,2,2014-12-06T08:30:00Z,10,0,11
11011207,2,2014-12-06T08:40:00Z,20,3,31
11011207,2,2014-12-06T09:00:00Z,10,3,11
11011207,2,2014-12-06T09:10:00Z,10,0,11
11011207,2,2014-12-06T09:20:00Z,130,9,36
11011207,2,2014-12-06T11:30:00Z,10,3,11
11011207,2,2014-12-06T11:40:00Z,20,3,11
11011207,2,2014-12-06T12:00:00Z,20,0,11
11011207,2,2014-12-06T12:20:00Z,80,8,11
11011207,2,2014-12-06T13:40:00Z,130,8,11
11011207,2,2014-12-06T15:50:00Z,10,3,11
11011207,2,2014-12-06T16:00:00Z,40,3,11
11011207,2,2014-12-06T16:40:00Z,80,8,11
11011207,2,2014-12-06T18:00:00Z,30,0,11
11011207,2,2014-12-06T18:30:00Z,150,8,11
11011207,2,2014-12-06T21:00:00Z,50,8,11
11011207,2,2014-12-06T21:50:00Z,130,0,11
11011207,2,2014-12-06T00:00:00Z,180,0,11
11011209,1,2014-12-03T03:00:00Z,90,0,11
11011209,1,2014-12-03T04:30:00Z,20,0,11
11011209,1,2014-12-03T04:50:00Z,10,0,11
11011209,1,2014-12-03T05:00:00Z,30,8,11
11011209,1,2014-12-03T05:30:00Z,10,9,36
11011209,1,2014-12-03T05:40:00Z,20,9,36
11011209,1,2014-12-03T06:00:00Z,170,1,13
11011209,1,2014-12-03T08:50:00Z,10,1,13
11011209,1,2014-12-03T09:00:00Z,150,1,13
11011209,1,2014-12-03T11:30:00Z,30,1,13
11011209,1,2014-12-03T12:00:00Z,120,1,13
11011209,1,2014-12-03T14:00:00Z,30,9,36
11011209,1,2014-12-03T14:30:00Z,10,0,11
11011209,1,2014-12-03T14:40:00Z,10,0,11
11011209,1,2014-12-03T14:50:00Z,10,8,11
11011209,1,2014-12-03T15:00:00Z,40,3,18
11011209,1,2014-12-03T15:40:00Z,10,3,11
11011209,1,2014-12-03T15:50:00Z,70,3,11
11011209,1,2014-12-03T17:00:00Z,10,7,11
11011209,1,2014-12-03T17:10:00Z,10,7,11
11011209,1,2014-12-03T17:20:00Z,10,0,11
11011209,1,2014-12-03T17:30:00Z,10,0,11
11011209,1,2014-12-03T17:40:00Z,10,8,11
11011209,1,2014-12-03T17:50:00Z,10,8,11
11011209,1,2014-12-03T18:00:00Z,10,8,11
11011209,1,2014-12-03T18:10:00Z,40,9,11
11011209,1,2014-12-03T18:50:00Z,10,0,11
11011209,1,2014-12-03T19:00:00Z,50,9,11
11011209,1,2014-12-03T19:50:00Z,10,0,11
11011209,1,2014-12-03T20:00:00Z,30,9,11
11011209,1,2014-12-03T20:30:00Z,30,0,11
11011209,1,2014-12-03T21:00:00Z,360,0,11
11011209,1,2014-12-07T03:00:00Z,90,0,11
11011209,1,2014-12-07T04:30:00Z,20,0,11
11011209,1,2014-12-07T04:50:00Z,30,0,11
11011209,1,2014-12-07T05:20:00Z,20,9,34
11011209,1,2014-12-07T05:40:00Z,20,1,34
11011209,1,2014-12-07T06:00:00Z,140,1,13
11011209,1,2014-12-07T08:20:00Z,10,1,13
11011209,1,2014-12-07T08:30:00Z,210,1,13
11011209,1,2014-12-07T12:00:00Z,30,1,13
11011209,1,2014-12-07T12:30:00Z,100,1,13
11011209,1,2014-12-07T14:10:00Z,10,1,13
11011209,1,2014-12-07T14:20:00Z,10,5,13
11011209,1,2014-12-07T14:30:00Z,40,9,34
11011209,1,2014-12-07T15:10:00Z,10,0,11
11011209,1,2014-12-07T15:20:00Z,10,9,11
11011209,1,2014-12-07T15:30:00Z,10,0,11
11011209,1,2014-12-07T15:40:00Z,40,3,18
11011209,1,2014-12-07T16:20:00Z,10,3,11
11011209,1,2014-12-07T16:30:00Z,20,9,11
11011209,1,2014-12-07T16:50:00Z,20,3,11
11011209,1,2014-12-07T17:10:00Z,50,9,11
11011209,1,2014-12-07T18:00:00Z,20,0,11
11011209,1,2014-12-07T18:20:00Z,10,0,11
11011209,1,2014-12-07T18:30:00Z,110,7,11
11011209,1,2014-12-07T20:20:00Z,40,8,11
11011209,1,2014-12-07T21:00:00Z,30,0,11
11011209,1,2014-12-07T21:30:00Z,330,0,11
11011209,2,2014-12-03T03:00:00Z,90,0,11
11011209,2,2014-12-03T04:30:00Z,10,0,11
11011209,2,2014-12-03T04:40:00Z,10,0,11
11011209,2,2014-12-03T04:50:00Z,10,0,11
11011209,2,2014-12-03T05:00:00Z,30,8,11
11011209,2,2014-12-03T05:30:00Z,20,9,35
11011209,2,2014-12-03T05:50:00Z,10,0,35
11011209,2,2014-12-03T06:00:00Z,40,1,13
11011209,2,2014-12-03T06:40:00Z,10,1,13
11011209,2,2014-12-03T06:50:00Z,100,1,13
11011209,2,2014-12-03T08:30:00Z,20,5,13
11011209,2,2014-12-03T08:50:00Z,70,1,13
11011209,2,2014-12-03T10:00:00Z,10,1,13
11011209,2,2014-12-03T10:10:00Z,80,1,13
11011209,2,2014-12-03T11:30:00Z,30,5,13
11011209,2,2014-12-03T12:00:00Z,60,1,13
11011209,2,2014-12-03T13:00:00Z,10,1,13
11011209,2,2014-12-03T13:10:00Z,50,1,13
11011209,2,2014-12-03T14:00:00Z,30,9,36
11011209,2,2014-12-03T14:30:00Z,10,0,11
11011209,2,2014-12-03T14:40:00Z,20,3,11
11011209,2,2014-12-03T15:00:00Z,40,3,18
11011209,2,2014-12-03T15:40:00Z,20,3,11
11011209,2,2014-12-03T16:00:00Z,60,3,11
11011209,2,2014-12-03T17:00:00Z,40,0,11
11011209,2,2014-12-03T17:40:00Z,20,3,11
11011209,2,2014-12-03T18:00:00Z,10,8,11
11011209,2,2014-12-03T18:10:00Z,10,8,11
11011209,2,2014-12-03T18:20:00Z,90,8,11
11011209,2,2014-12-03T19:50:00Z,10,8,11
11011209,2,2014-12-03T20:00:00Z,30,8,11
11011209,2,2014-12-03T20:30:00Z,10,0,11
11011209,2,2014-12-03T20:40:00Z,20,8,11
11011209,2,2014-12-03T21:00:00Z,360,0,11
11011209,2,2014-12-07T03:00:00Z,90,0,11
11011209,2,2014-12-07T04:30:00Z,20,0,11
11011209,2,2014-12-07T04:50:00Z,30,0,11
11011209,2,2014-12-07T05:20:00Z,40,9,35
11011209,2,2014-12-07T06:00:00Z,120,1,13
11011209,2,2014-12-07T08:00:00Z,20,1,13
11011209,2,2014-12-07T08:20:00Z,150,1,13
11011209,2,2014-12-07T10:50:00Z,30,1,13
11011209,2,2014-12-07T11:20:00Z,110,1,13
11011209,2,2014-12-07T13:10:00Z,20,1,13
11011209,2,2014-12-07T13:30:00Z,50,1,13
11011209,2,2014-12-07T14:20:00Z,10,9,90
11011209,2,2014-12-07T14:30:00Z,30,9,36
11011209,2,2014-12-07T15:00:00Z,10,9,35
11011209,2,2014-12-07T15:10:00Z,20,0,11
11011209,2,2014-12-07T15:30:00Z,10,0,11
11011209,2,2014-12-07T15:40:00Z,50,3,18
11011209,2,2014-12-07T16:30:00Z,40,3,11
11011209,2,2014-12-07T17:10:00Z,10,3,11
11011209,2,2014-12-07T17:20:00Z,40,3,11
11011209,2,2014-12-07T18:00:00Z,30,0,11
11011209,2,2014-12-07T18:30:00Z,120,8,11
11011209,2,2014-12-07T20:30:00Z,10,0,11
11011209,2,2014-12-07T20:40:00Z,20,8,11
11011209,2,2014-12-07T21:00:00Z,30,8,11
